CSP_No,Common_Name,Genus,Species,Total Length (cm),Total Weight (g),Fork length (cm),Sex_Code,Maturity_Code,Composite_Count,Collection_Date,Collection_Year,Waterbody,Station_Name,Basin/Site,Latitude,Longitude,Province/State,Tissue_Code,Parameter_Code,Value,Value_Flag,Rep,Measurement_Date,Parameter_Group,Master_Parameter_Name,Parameter_name,Unit_Code,LOD,MDL - typical,Laboratory,Method_Code
343,Lake Trout,Salvelinus,namaycush,58,2467,,M,ADS,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,13C-PCDD-Rec-ULTRA,64,,1,,Dioxin,13C-PCDD-Recovery,13C-PCDD-Recovery,PG/G,,,ULTRA,
343,Lake Trout,Salvelinus,namaycush,58,2467,,M,ADS,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,13C-TCDD-Rec-ULTRA,67,,1,,Dioxin,13C-TCDD-Recovery,13C-TCDD-Recovery,PG/G,,,ULTRA,
343,Lake Trout,Salvelinus,namaycush,58,2467,,M,ADS,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,234678-H6CDF-ULTRA,4.4,,1,,Dioxin,"2,3,4,6,7,8-hexachlorofuran","2,3,4,6,7,8-hexachlorofuran",PG/G,,,ULTRA,
343,Lake Trout,Salvelinus,namaycush,58,2467,,M,ADS,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,23478-PCDF-ULTRA,81.4,,1,,Dioxin,"2,3,4,7,8-pentachlorofuran","2,3,4,7,8-pentachlorofuran",PG/G,,,ULTRA,
343,Lake Trout,Salvelinus,namaycush,58,2467,,M,ADS,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,2378-TCDD-ULTRA,98.9,,1,,Dioxin,"2,3,7,8-tetrachlorodioxin","2,3,7,8-tetrachlorodioxin",PG/G,,,ULTRA,
343,Lake Trout,Salvelinus,namaycush,58,2467,,M,ADS,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,2378-TCDF-ULTRA,68.6,,1,,Dioxin,"2,3,7,8-tetrachlorofuran","2,3,7,8-tetrachlorofuran",PG/G,,,ULTRA,
343,Lake Trout,Salvelinus,namaycush,58,2467,,M,ADS,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,H6CDD TOTAL-ULTRA,14.4,,1,,Dioxin,Hexa-Dioxins Total,Total Hexa-Dioxins,PG/G,,,ULTRA,
343,Lake Trout,Salvelinus,namaycush,58,2467,,M,ADS,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,H6CDF TOTAL-ULTRA,76.7,,1,,Dioxin,Hexa-Furans Total,Total Hexa-Furans,PG/G,,,ULTRA,
343,Lake Trout,Salvelinus,namaycush,58,2467,,M,ADS,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,H7CDD TOTAL-ULTRA,2.5,,1,,Dioxin,Hepta-Dioxins Total,Total Hepta-Dioxins,PG/G,,,ULTRA,
343,Lake Trout,Salvelinus,namaycush,58,2467,,M,ADS,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,H7CDF TOTAL-ULTRA,8.1,,1,,Dioxin,Hepta-Furans Total,Total Hepta-Furans,PG/G,,,ULTRA,
343,Lake Trout,Salvelinus,namaycush,58,2467,,M,ADS,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,OCDD-ULTRA,11,,1,,Dioxin,Octachlorodioxin,Octachlorodioxin,PG/G,,,ULTRA,
343,Lake Trout,Salvelinus,namaycush,58,2467,,M,ADS,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,OCDF-ULTRA,4.3,,1,,Dioxin,Octachlorofuran,Octachlorofuran,PG/G,,,ULTRA,
343,Lake Trout,Salvelinus,namaycush,58,2467,,M,ADS,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,PCDD TOTAL-ULTRA,18.7,,1,,Dioxin,Penta-Dioxins Total,Total Penta-Dioxins,PG/G,,,ULTRA,
343,Lake Trout,Salvelinus,namaycush,58,2467,,M,ADS,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,PCDF TOTAL-ULTRA,177.2,,1,,Dioxin,Penta-Furans Total,Total Penta-Furans,PG/G,,,ULTRA,
343,Lake Trout,Salvelinus,namaycush,58,2467,,M,ADS,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,TCDD TOTAL-ULTRA,98.9,,1,,Dioxin,Tetra-Dioxins Total,Total Tetra-Dioxins,PG/G,,,ULTRA,
343,Lake Trout,Salvelinus,namaycush,58,2467,,M,ADS,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,TCDF TOTAL-ULTRA,80.8,,1,,Dioxin,Tetra-Furans Total,Total Tetra-Furans,PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,1234678-H7CDD-ULTRA,1.1,,1,,Dioxin,"1,2,3,4,6,7,8-heptachlorodioxin","1,2,3,4,6,7,8-heptachlorodioxin",PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,1234678-H7CDF-ULTRA,1,,1,,Dioxin,"1,2,3,4,6,7,8-heptachlorofuran","1,2,3,4,6,7,8-heptachlorofuran",PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123478-H6CDD-ULTRA,0.8,,1,,Dioxin,"1,2,3,4,7,8-hexachlorodioxin","1,2,3,4,7,8-hexachlorodioxin",PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123478-H6CDF-ULTRA,12.2,,1,,Dioxin,"1,2,3,4,7,8-hexachlorofuran","1,2,3,4,7,8-hexachlorofuran",PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123678-H6CDD-ULTRA,4.4,,1,,Dioxin,"1,2,3,6,7,8-hexachlorodioxin","1,2,3,6,7,8-hexachlorodioxin",PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123678-H6CDF-ULTRA,3.1,,1,,Dioxin,"1,2,3,6,7,8-hexachlorofuran","1,2,3,6,7,8-hexachlorofuran",PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123789-H6CDD-ULTRA,0.2,,1,,Dioxin,"1,2,3,7,8,9-hexachlorodioxin","1,2,3,7,8,9-hexachlorodioxin",PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123789-H6CDF-ULTRA,0.1,,1,,Dioxin,"1,2,3,4,7,8,9-heptachlorofuran","1,2,3,4,7,8,9-heptachlorofuran",PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,12378-PCDD-ULTRA,7.9,,1,,Dioxin,"1,2,3,7,8-pentachlorodioxin","1,2,3,7,8-pentachlorodioxin",PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,12378-PCDF-ULTRA,7.3,,1,,Dioxin,"1,2,3,7,8-pentachlorofuran","1,2,3,7,8-pentachlorofuran",PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,13C-HpCDD-Rec-ULTRA,79,,1,,Dioxin,13C-HpCDD-Recovery,13C-HpCDD-Recovery,PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,13C-HxCDD-Rec-ULTRA,86,,1,,Dioxin,13C-HxCDD-Recovery,13C-HxCDD-Recovery,PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,13C-O8CDD-Rec-ULTRA,74,,1,,Dioxin,13C-O8CDD-Recovery,13C-O8CDD-Recovery,PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,13C-PCDD-Rec-ULTRA,72,,1,,Dioxin,13C-PCDD-Recovery,13C-PCDD-Recovery,PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,13C-TCDD-Rec-ULTRA,57,,1,,Dioxin,13C-TCDD-Recovery,13C-TCDD-Recovery,PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,234678-H6CDF-ULTRA,1.7,,1,,Dioxin,"2,3,4,6,7,8-hexachlorofuran","2,3,4,6,7,8-hexachlorofuran",PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,23478-PCDF-ULTRA,61.5,,1,,Dioxin,"2,3,4,7,8-pentachlorofuran","2,3,4,7,8-pentachlorofuran",PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,2378-TCDD-ULTRA,55.2,,1,,Dioxin,"2,3,7,8-tetrachlorodioxin","2,3,7,8-tetrachlorodioxin",PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,2378-TCDF-ULTRA,30.4,,1,,Dioxin,"2,3,7,8-tetrachlorofuran","2,3,7,8-tetrachlorofuran",PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,H6CDD TOTAL-ULTRA,5.1,,1,,Dioxin,Hexa-Dioxins Total,Total Hexa-Dioxins,PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,H6CDF TOTAL-ULTRA,19.7,,1,,Dioxin,Hexa-Furans Total,Total Hexa-Furans,PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,H7CDD TOTAL-ULTRA,1.1,,1,,Dioxin,Hepta-Dioxins Total,Total Hepta-Dioxins,PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,H7CDF TOTAL-ULTRA,1.8,,1,,Dioxin,Hepta-Furans Total,Total Hepta-Furans,PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,OCDD-ULTRA,6.5,,1,,Dioxin,Octachlorodioxin,Octachlorodioxin,PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,OCDF-ULTRA,0.7,,1,,Dioxin,Octachlorofuran,Octachlorofuran,PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,PCDD TOTAL-ULTRA,7.9,,1,,Dioxin,Penta-Dioxins Total,Total Penta-Dioxins,PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,PCDF TOTAL-ULTRA,89.7,,1,,Dioxin,Penta-Furans Total,Total Penta-Furans,PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,TCDD TOTAL-ULTRA,55.2,,1,,Dioxin,Tetra-Dioxins Total,Total Tetra-Dioxins,PG/G,,,ULTRA,
347,Lake Trout,Salvelinus,namaycush,35,457,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,TCDF TOTAL-ULTRA,30.4,,1,,Dioxin,Tetra-Furans Total,Total Tetra-Furans,PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,1234678-H7CDD-ULTRA,1.3,,1,,Dioxin,"1,2,3,4,6,7,8-heptachlorodioxin","1,2,3,4,6,7,8-heptachlorodioxin",PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,1234678-H7CDF-ULTRA,1.4,,1,,Dioxin,"1,2,3,4,6,7,8-heptachlorofuran","1,2,3,4,6,7,8-heptachlorofuran",PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123478-H6CDD-ULTRA,0.7,,1,,Dioxin,"1,2,3,4,7,8-hexachlorodioxin","1,2,3,4,7,8-hexachlorodioxin",PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123478-H6CDF-ULTRA,17.9,,1,,Dioxin,"1,2,3,4,7,8-hexachlorofuran","1,2,3,4,7,8-hexachlorofuran",PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123678-H6CDD-ULTRA,4.8,,1,,Dioxin,"1,2,3,6,7,8-hexachlorodioxin","1,2,3,6,7,8-hexachlorodioxin",PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123678-H6CDF-ULTRA,4.1,,1,,Dioxin,"1,2,3,6,7,8-hexachlorofuran","1,2,3,6,7,8-hexachlorofuran",PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123789-H6CDD-ULTRA,0.6,,1,,Dioxin,"1,2,3,7,8,9-hexachlorodioxin","1,2,3,7,8,9-hexachlorodioxin",PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123789-H6CDF-ULTRA,0.2,,1,,Dioxin,"1,2,3,4,7,8,9-heptachlorofuran","1,2,3,4,7,8,9-heptachlorofuran",PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,12378-PCDD-ULTRA,8.6,,1,,Dioxin,"1,2,3,7,8-pentachlorodioxin","1,2,3,7,8-pentachlorodioxin",PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,12378-PCDF-ULTRA,9,,1,,Dioxin,"1,2,3,7,8-pentachlorofuran","1,2,3,7,8-pentachlorofuran",PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,13C-HpCDD-Rec-ULTRA,66,,1,,Dioxin,13C-HpCDD-Recovery,13C-HpCDD-Recovery,PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,13C-HxCDD-Rec-ULTRA,78,,1,,Dioxin,13C-HxCDD-Recovery,13C-HxCDD-Recovery,PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,13C-O8CDD-Rec-ULTRA,56,,1,,Dioxin,13C-O8CDD-Recovery,13C-O8CDD-Recovery,PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,13C-PCDD-Rec-ULTRA,60,,1,,Dioxin,13C-PCDD-Recovery,13C-PCDD-Recovery,PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,13C-TCDD-Rec-ULTRA,56,,1,,Dioxin,13C-TCDD-Recovery,13C-TCDD-Recovery,PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,234678-H6CDF-ULTRA,1.8,,1,,Dioxin,"2,3,4,6,7,8-hexachlorofuran","2,3,4,6,7,8-hexachlorofuran",PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,23478-PCDF-ULTRA,42,,1,,Dioxin,"2,3,4,7,8-pentachlorofuran","2,3,4,7,8-pentachlorofuran",PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,2378-TCDD-ULTRA,58.4,,1,,Dioxin,"2,3,7,8-tetrachlorodioxin","2,3,7,8-tetrachlorodioxin",PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,2378-TCDF-ULTRA,50.3,,1,,Dioxin,"2,3,7,8-tetrachlorofuran","2,3,7,8-tetrachlorofuran",PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,H6CDD TOTAL-ULTRA,6.1,,1,,Dioxin,Hexa-Dioxins Total,Total Hexa-Dioxins,PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,H6CDF TOTAL-ULTRA,25.2,,1,,Dioxin,Hexa-Furans Total,Total Hexa-Furans,PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,H7CDD TOTAL-ULTRA,1.8,,1,,Dioxin,Hepta-Dioxins Total,Total Hepta-Dioxins,PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,H7CDF TOTAL-ULTRA,2.5,,1,,Dioxin,Hepta-Furans Total,Total Hepta-Furans,PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,OCDD-ULTRA,9.5,,1,,Dioxin,Octachlorodioxin,Octachlorodioxin,PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,OCDF-ULTRA,0.9,,1,,Dioxin,Octachlorofuran,Octachlorofuran,PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,PCDD TOTAL-ULTRA,8.8,,1,,Dioxin,Penta-Dioxins Total,Total Penta-Dioxins,PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,PCDF TOTAL-ULTRA,56.4,,1,,Dioxin,Penta-Furans Total,Total Penta-Furans,PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,TCDD TOTAL-ULTRA,58.4,,1,,Dioxin,Tetra-Dioxins Total,Total Tetra-Dioxins,PG/G,,,ULTRA,
350,Lake Trout,Salvelinus,namaycush,37,742,,UNK,IMM,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,TCDF TOTAL-ULTRA,51.2,,1,,Dioxin,Tetra-Furans Total,Total Tetra-Furans,PG/G,,,ULTRA,
354,Lake Trout,Salvelinus,namaycush,67.5,3641,,F,ADS,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,1234678-H7CDD-ULTRA,1.6,,1,,Dioxin,"1,2,3,4,6,7,8-heptachlorodioxin","1,2,3,4,6,7,8-heptachlorodioxin",PG/G,,,ULTRA,
354,Lake Trout,Salvelinus,namaycush,67.5,3641,,F,ADS,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,1234678-H7CDF-ULTRA,1.9,,1,,Dioxin,"1,2,3,4,6,7,8-heptachlorofuran","1,2,3,4,6,7,8-heptachlorofuran",PG/G,,,ULTRA,
354,Lake Trout,Salvelinus,namaycush,67.5,3641,,F,ADS,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123478-H6CDD-ULTRA,0.3,,1,,Dioxin,"1,2,3,4,7,8-hexachlorodioxin","1,2,3,4,7,8-hexachlorodioxin",PG/G,,,ULTRA,
354,Lake Trout,Salvelinus,namaycush,67.5,3641,,F,ADS,1,1977-07-25,1977,Lake Ontario,Eastern Basin (LONT),Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,123478-H6CDF-ULTRA,3.8,,1,,Dioxin,"1,2,3,4,7,8-hexachlorofuran","1,2,3,4,7,8-hexachlorofuran",PG/G,,,ULTRA,
